id,date,brand,region,content
7232,2024-10-22 05:51:28,Djezzy,Tipaza..,"they restored service after outage, thanks Djezzy"
18668,2025-09-06 08:14:29,Mobilis,Saida,Network is so slow today in Saida 😡 http://bit.ly/72pqpm
10692,2025-05-12 01:30:28,Djezzy,Bordj Bou Arreridj,Ils ont coupé mon forfait sans prévenir 😡
596,2025-04-03 05:20:28,Ooredoo,Laghouat,Can't make calls since yesterday https://t.co/xyz #help
14650,2025-08-28 15:53:28,Ooredoo,Guelma,VoLTE not working in Guelma since 2 days 😡
12121,2025-07-21 07:03:28,TelecomDZ,Tiziouzou,"App freeze, re-opened 10 times https://t.co/xyz 😑"
18186,2025-07-09 10:13:29,TelecomDZ,Relizane,  تعريض الشبكة سيء في Relizane ☹️
10371,2025-01-22 05:28:28,Djezzy,El Oued,Streaming 144p only in El Oued 😭 http://bit.ly/a3zl8f
21719,2025-04-10 11:21:29,Mobilis,Oum El Bouaghi,Best customer care response ever 🙌
6487,2025-02-07 18:56:28,Wana,Annabba,Coverage in Annabba is terrible... http://example.com/issue/7440  
6977,2025-03-09 12:55:28,Djezzy,Mascara,Lost connection mid-call with mom 😠 #sad
13448,2024-12-20 14:33:28,Ooredoo,Mostaganemm,5G when?? http://bit.ly/zh1n7z
19485,2024-12-06 17:16:29,TelecomDZ,Orann,يوجد تقطع في المكالمات في Orann
6105,2025-04-09 00:21:28,Wana,Ghardaia,internet drop every 5 minutes in Ghardaia!!!
16322,2025-07-04 22:41:29,Wana,M'Sila,Promo applied but billing still wrong https://support.example.org/ticket/39636
18910,2025-07-22 02:09:29,Wana,Ghardaia,Promos are good but network bad 😅
5706,2025-06-04 20:43:28,Wana,Algierrs,random spam message http://spam.example.com
7667,2025-03-14 23:33:28,Ooredoo,Tiziouzou,  Happy with Ooredoo overall 👍
15256,2025-05-20 02:18:28,Wana,Khenchella,why does tethering fail? http://example.com/issue/5542
5649,2025-09-08 21:29:28,Mobilis,Skikda,Mobilis please fix the network! #outage
22809,2025-03-25 21:18:29,TelecomDZ,Tipaza,Signal ok but data speed low in Tipaza
18496,2025-04-19 03:28:29,Ooredoo,Biskra,SMS failed to deliver multiple times https://support.example.org/ticket/41493
19056,2024-11-06 08:50:29,Wana,Relizane,Loving the new offers 💯💯 visit https://t.co/xyz
8330,2025-07-08 17:21:28,TelecomDZ,Souk Ahras,Happy with TelecomDZ overall 👍
11492,2024-12-20 04:41:28,Mobilis,Tipaza..,Promos are good but network bad 😅
7102,2025-06-05 14:40:28,Mobilis,Boumerdes!,  App says update required but Play Store shows none https://t.co/xyz
11712,2024-11-28 12:08:28,Ooredoo,Bordj Bou Arreridj,Test speed: 0.2 Mbps in Bordj Bou Arreridj https://support.example.org/ticket/71957
4881,2025-09-15 14:01:28,Djezzy,Orann,مافهمتش علاش الباكيج خلصت؟ https://t.co/xyz
3899,2025-05-20 18:05:28,TelecomDZ,Blidah,Can't make calls since yesterday https://t.co/xyz #help
16942,2025-09-26 15:31:29,Wana,Mostaganemm,why am i charged for sms I never sent?? http://bit.ly/ldwn44
17167,2025-08-26 13:36:29,Ooredoo,Skikda,Test speed: 0.2 Mbps in Skikda https://support.example.org/ticket/20528
10933,2024-12-16 12:27:28,Ooredoo,M'Sila,La couverture est top ici dans M'Sila 👍
11606,2025-06-20 18:47:28,Ooredoo,Boumerdes, recharge failed!!  -- #billing
18474,2025-03-24 20:49:29,Ooredoo,Jijl,App login fails with error code 403 https://t.co/xyz  
9958,2025-05-16 04:19:28,Wana,,"Service restored after 3 hours, thx Wana"
8089,2024-11-21 00:14:28,Mobilis,Illizi,Promos are good but network bad 😅
11725,2025-07-11 09:40:28,Mobilis,Blidah,"Bonjour, réseau très lent aujourd'hui http://bit.ly/8dq59h"
22395,2024-10-21 01:10:29,Wana,,Wana please fix the network! #outage
21818,2025-05-26 05:11:29,Mobilis,Guelma,Best customer care response ever 🙌
16327,2024-11-23 07:21:29,Wana,Jijl,internet so slooooow 😭 #Djezzy
4977,2024-10-29 21:07:28,Wana,Ghardaia,مافهمتش علاش الباكيج خلصت؟ https://support.example.org/ticket/63601
6580,2025-07-12 15:01:28,Ooredoo,Saida,تعريض الشبكة سيء في Saida ☹️
7665,2025-07-17 12:28:28,Mobilis,Jijl,La couverture est top ici dans Jijl 👍
13903,2025-05-06 19:41:28,Djezzy,Ghardaya,  No signal in Ghardaya. anyone else??
20056,2024-11-05 19:42:29,Ooredoo,Mostaganemm,Streaming 144p only in Mostaganemm 😭 https://t.co/xyz
12997,2025-07-28 13:08:28,Mobilis,Laghouat,Promo applied but billing still wrong https://t.co/xyz
4002,2024-12-30 10:11:28,Ooredoo,Tipaza,Ooredoo please fix the network! #outage
8421,2025-09-26 10:47:28,Wana,Batnaa,"App freeze, re-opened 10 times http://example.com/issue/4483 😑"
1299,2024-10-25 02:23:28,Mobilis,Bordj Bou Arreridj,Lost connection mid-call with mom 😠 #sad
10727,2025-07-08 07:08:28,Mobilis,Tebessa,App login fails with error code 403 https://t.co/xyz
17791,2025-08-04 10:33:29,Ooredoo,Tebessa,Trop de pubs dans l'app 😤
14019,2024-11-25 04:15:28,Ooredoo,Bejaia,  Coverage in Bejaia is terrible... http://example.com/issue/4338  
22692,2025-07-06 03:15:29,Wana,Jijel,"support was helpful today, thanks Wana"
18741,2025-04-14 05:13:29,Mobilis,Guelma,Ils ont coupé mon forfait sans prévenir 😡
7047,2024-11-09 19:51:28,TelecomDZ,,SMS failed to deliver multiple times https://support.example.org/ticket/12048
7664,2025-07-17 19:13:28,Djezzy,Biskraa,Data speed fine but latency high in Biskraa
21468,2024-11-25 20:23:29,Ooredoo,Skikda,¿Por qué el internet está lento? http://example.com/issue/2290
17189,2025-05-07 05:38:29,TelecomDZ,Algiers,Lost connection mid-call with mom 😠 #sad
1265,2024-12-22 19:51:28,Wana,Bordj Bou Arreridj,Promos are good but network bad 😅 😢
10230,2025-09-18 15:04:28,Mobilis,Constantine,🔥🔥🔥 best promo ever!!!
711,2025-01-09 00:22:28,TelecomDZ,Sidi Bel Abbes ,why does tethering fail? https://support.example.org/ticket/43696
18737,2025-07-02 08:37:29,Djezzy,Bejaiaa,La couverture est top ici dans Bejaiaa 👍
10852,2025-02-10 22:35:28,Wana,Khenchela,Promo applied but billing still wrong https://t.co/xyz  
12372,2025-05-01 02:37:28,TelecomDZ,Skikda,Coverage in Skikda is terrible... https://support.example.org/ticket/94453
6857,2025-02-25 16:47:28,Wana,Bejaia,🔥🔥🔥 best promo ever!!!
1334,2025-08-10 10:10:28,TelecomDZ,Saida,  The new plan is expensive for students
5004,2025-01-11 15:46:28,TelecomDZ,Sidi Bel Abbes,  مشكلة في الشبكة في Sidi Bel Abbes 😠
3384,2025-04-08 10:26:28,TelecomDZ,Tebessa,"they  restored  service  after  outage,  thanks  TelecomDZ"
20493,2025-01-20 21:29:29,Djezzy,,My hotspot disconnects after 2 mins
426,2025-06-17 04:42:28,TelecomDZ,Annabba,SIGNAL LOST WHEN ENTERING BUILDING NEAR ANNABBA
19447,2025-02-11 20:15:29,Wana,Algierrs,تعريض الشبكة سيء في Algierrs ☹️
4433,2025-04-19 09:09:28,Wana,Bejaia,5G when?? https://t.co/xyz
2745,2025-10-18 18:54:28,Mobilis,Ghardaia,Promo applied but billing still wrong http://example.com/issue/769
15995,2025-09-12 21:43:29,Wana,Mostaganem,Streaming 144p only in Mostaganem 😭 https://support.example.org/ticket/74398
20913,2025-06-18 02:07:29,Ooredoo,Skikdaa,Promo applied but billing still wrong http://example.com/issue/3785
16421,2025-06-20 02:37:29,TelecomDZ,,My SIM not activated after 24h http://bit.ly/qwh1u6
20797,2024-11-17 04:29:29,Mobilis,Tlemceen,¿Por qué el internet está lento? http://example.com/issue/4544
21017,2024-11-09 02:10:29,Wana,Ouargla,"Working fine today, thumbs up Wana 👍"
3761,2025-01-14 23:39:28,TelecomDZ,Tiziouzou,Why so many ads? app is unusable http://example.com/issue/7313
19459,2025-07-04 15:00:29,Wana,Orann,why does tethering fail? https://t.co/xyz
193,2025-02-28 03:04:28,Ooredoo,,why  tf  my  data  is  gone?  http://bit.ly/6g8zgc
5310,2025-05-31 15:10:28,Ooredoo,Annaba,My SIM not activated after 24h http://bit.ly/6x2w15
3651,2025-02-12 17:08:28,Mobilis,Souk Ahras,  5G when?? http://bit.ly/2km39z
1154,2025-01-14 00:14:28,Wana,Laghowat,Why so many ads? app is unusable http://example.com/issue/4284
21222,2025-05-01 14:52:29,TelecomDZ,Oum El Bouaghi,يوجد تقطع في المكالمات في Oum El Bouaghi
7005,2025-07-07 14:26:28,Mobilis,Guelma,مشكلة في الشبكة في Guelma 😠
4929,2025-03-13 10:30:28,TelecomDZ,Mostaganem,   recharge failed!!  -- #billing 💯
13176,2025-03-26 22:41:28,Mobilis,Tipaza,Promos are good but network bad 😅
17424,2025-07-30 18:25:29,Ooredoo,Algierrs,5G when?? http://example.com/issue/2869
5196,2025-09-14 07:26:28,Wana,Ghardaya,الانترنت ما راهوش يخدم مليح 😤
17383,2025-08-29 16:10:29,Ooredoo,Seteef,App login fails with error code 403 http://example.com/issue/9453
4284,2025-06-11 02:23:28,Wana,Tlemcen,5G when?? http://bit.ly/bisbqu
19808,2025-10-04 10:11:29,TelecomDZ,Mostaganem,why am i charged for sms I never sent?? http://bit.ly/dtj04l
8254,2025-02-28 13:54:28,TelecomDZ,Skikda, recharge failed!!  -- #billing 🙌
582,2025-07-15 23:11:28,Djezzy,Biskraa,Promos are good but network bad 😅
22307,2025-03-04 09:14:29,Djezzy,Bejaiaa,"The team fixed it fast, impressed!"
22439,2025-06-24 21:02:29,Mobilis,Annaba,Promos are good but network bad 😅
54,2025-05-07 17:03:28,Ooredoo,Skikda,INTERNET SO SLOOOOOW 😭 #DJEZZY
12381,2024-11-27 17:03:28,TelecomDZ,M'Sila,تعريض الشبكة سيء في M'Sila ☹️
2911,2025-09-22 20:56:28,Wana,Tindouf,<div>  No signal in Tindouf. anyone else??</div>
10125,2025-04-13 04:08:28,Mobilis,Annaba,Can't make calls since yesterday http://example.com/issue/7180 #help
8993,2025-06-20 22:53:28,TelecomDZ,Saida,Loving the new offers 💯💯 visit http://bit.ly/fd9blo
22664,2025-03-05 16:17:29,Djezzy,Skikdaa,SMS failed to deliver multiple times http://example.com/issue/7789
10276,2025-05-24 16:46:28,Mobilis,Ouargla,Signal  ok  but  data  speed  low  in  Ouargla
15453,2025-01-14 10:07:28,Wana,Ouargla,مافهمتش علاش الباكيج خلصت؟ https://support.example.org/ticket/78053
19311,2024-11-16 03:22:29,Mobilis,El Bayadh,Data speed fine but latency high in El Bayadh
7351,2025-04-24 17:56:28,Mobilis,Jijel,SMS subscription charged me without consent https://t.co/xyz
12483,2024-11-13 10:39:28,Mobilis,Laghouat,No  signal  in  Laghouat.  anyone  else??
3791,2025-01-09 12:31:28,Wana,Bejaiaa,¿Por qué el internet está lento? https://t.co/xyz
8552,2025-04-01 02:57:28,TelecomDZ,Biskra,تعريض الشبكة سيء في Biskra ☹️
17195,2024-12-26 22:33:29,Wana,Orann,I switched from Wana to Mobilis and it's better.
10300,2025-09-13 11:46:28,Wana,Setif,Signal ok but data speed low in Setif  
9033,2025-01-22 20:35:28,Mobilis,El Bayadh,Why so many ads? app is unusable http://example.com/issue/9895
16830,2024-11-04 03:48:29,Wana,El Oued,تعريض الشبكة سيء في El Oued ☹️
11140,2025-09-03 05:34:28,Ooredoo,Khenchela,LA CONNEXION EST LENTE À KHENCHELA HTTP://EXAMPLE.COM/ISSUE/3818
16987,2025-04-06 07:37:29,TelecomDZ,Mostaganem,Why is 4G not working?? https://support.example.org/ticket/17534
6305,2025-05-30 06:40:28,Ooredoo,M'Sila,يوجد تقطع في المكالمات في M'Sila
17802,2024-11-01 11:31:29,Mobilis,Annaba,تعريض الشبكة سيء في Annaba ☹️
16487,2024-11-02 23:49:29,Wana,Souk Ahras,internet drop every 5 minutes in Souk Ahras!!!
19873,2025-07-16 04:34:29,Wana,Khenchella,why tf my data is gone? http://bit.ly/crieim
15707,2025-05-10 15:04:28,Mobilis,Laghowat,My hotspot disconnects after 2 mins
20778,2025-06-20 12:27:29,Djezzy,Oran,  Trop de pubs dans l'app 😤
13708,2025-08-15 00:02:28,Mobilis,Orann,Customer support didn't answer my call. #support
18482,2025-03-29 20:32:29,Djezzy,Ghardaia,VoLTE not working in Ghardaia since 2 days
19707,2025-10-08 19:19:29,Mobilis,Saida,Promos are good but network bad 😅
17521,2025-09-21 19:13:29,Mobilis,Skikdaa,الانترنت ما راهوش يخدم مليح 😤
594,2025-01-10 03:00:28,Djezzy,Blidah,Signal lost when entering building near Blidah contact@djezzy.com
22346,2025-08-25 11:52:29,Djezzy,,Lost connection mid-call with mom 😠 #sad contact@djezzy.com
2941,2025-05-24 20:51:28,Ooredoo,El-Oued,"The team fixed it fast, impressed!"
20146,2025-06-02 12:39:29,Wana,Tebessa,internet drop every 5 minutes in Tebessa!!!
8565,2025-07-07 13:44:28,Wana,Tipaza..,DATA SPEED FINE BUT LATENCY HIGH IN TIPAZA..
8130,2025-05-14 05:25:28,Ooredoo,Ghardaia,<html>Error 500</html> app crash
19493,2025-01-26 21:50:29,TelecomDZ,Blidah,¿POR QUÉ EL INTERNET ESTÁ LENTO? HTTP://BIT.LY/87LK89
119,2024-11-05 02:52:28,Ooredoo,Guelma,La connexion est lente à Guelma http://example.com/issue/3051
1737,2024-11-27 07:53:28,Mobilis,Bejaia,"SERVICE RESTORED AFTER 3 HOURS, THX MOBILIS"
9752,2025-02-19 02:57:28,Ooredoo,Biskra,why does tethering fail? http://bit.ly/m3x9dw
10279,2025-10-03 03:27:28,TelecomDZ,,Data speed fine but latency high in Sidi Bel Abbes 
18579,2025-04-22 13:19:29,Wana,Illizi,الانترنت ما راهوش يخدم مليح 😤
6498,2025-07-20 09:40:28,Mobilis,Ghardaia,"Working fine today, thumbs up Mobilis 👍"
15236,2025-10-16 19:20:28,Wana,Ain Temouchent,  Bills are wrong again!! charged twice http://example.com/issue/9742
2300,2025-04-07 20:31:28,Ooredoo,Boumerdes,Why is 4G not working?? http://bit.ly/j45nyp
14761,2025-05-06 10:57:28,Wana,Mascara,  Test speed: 0.2 Mbps in Mascara http://bit.ly/d0b7j2
17534,2024-11-29 14:43:29,TelecomDZ,Mila,Excellent service by TelecomDZ! ❤️
8006,2025-04-18 00:21:28,Mobilis,Illizi,no service since morning Mobilis?? http://example.com/issue/1147
6339,2025-04-10 12:56:28,Ooredoo,Constantine,  مشكلة في الشبكة في Constantine 😠
18525,2025-03-27 11:06:29,Ooredoo,Laghouat,LA COUVERTURE EST TOP ICI DANS LAGHOUAT 👍
16611,2025-06-06 03:20:29,Djezzy,Tlemceen,الانترنت ما راهوش يخدم مليح 😤
13050,2024-10-23 10:07:28,Djezzy,Jijel,No signal in Jijel. anyone else??
22418,2024-11-30 03:46:29,Ooredoo,Jijl,The new plan is expensive for students
16636,2024-12-21 20:45:29,Ooredoo,Laghouat,"Bonjour, réseau très lent aujourd'hui https://support.example.org/ticket/60013"
10058,2025-02-26 22:48:28,TelecomDZ,Sidi Bel Abbes,SMS failed to deliver multiple times https://support.example.org/ticket/21615
11353,2025-06-10 06:26:28,TelecomDZ,Annaba,Signal lost when entering building near Annaba
759,2025-05-28 18:53:28,Djezzy,Mascara,Happy with Djezzy overall 👍
16178,2025-03-29 09:30:29,Wana,Tipaza..,internet so slooooow 😭 #Djezzy
22396,2025-02-18 18:55:29,TelecomDZ,Saida,
3762,2025-01-02 19:42:28,Djezzy,Mostaganemm, recharge failed!!  -- #billing
11406,2025-04-01 22:35:28,Mobilis,Ghardaya,"App  freeze,  re-opened  10  times  http://example.com/issue/3847  😑 🔥"
22638,2025-06-14 14:18:29,Djezzy,,Coverage  in  Boumerdes!  is  terrible...  http://bit.ly/rajvbq
9757,2025-07-07 14:24:28,TelecomDZ,,مافهمتش علاش الباكيج خلصت؟ http://bit.ly/epwuai
3041,2024-11-28 06:51:28,Djezzy,El-Oued,No signal in El-Oued. anyone else??
13202,2024-10-28 18:11:28,Djezzy,Mostaganemm,internet so slooooow 😭 #Djezzy
9627,2025-06-27 11:58:28,TelecomDZ,,LOVING THE NEW OFFERS 💯💯 VISIT HTTPS://T.CO/XYZ
16769,2024-11-04 15:24:29,Wana,Boumerdes!,5G  when??  https://support.example.org/ticket/58840
22681,2025-04-26 08:04:29,TelecomDZ,Bejaiaa,The new plan is expensive for students
17916,2025-06-05 19:37:29,Ooredoo,Tebessa,"WORKING FINE TODAY, THUMBS UP OOREDOO 👍"
8034,2025-08-06 03:30:28,TelecomDZ,Bordj Bou Arreridj,"  they restored service after outage, thanks TelecomDZ"
17620,2025-03-29 12:49:29,Wana,Soukahras,🔥🔥🔥 best promo ever!!!
1910,2025-04-02 12:49:28,Ooredoo,Tlemcen,internet drop every 5 minutes in Tlemcen!!!
1123,2024-10-24 11:49:28,Mobilis,Blidah,تعريض الشبكة سيء في Blidah ☹️
7717,2025-06-30 16:23:28,TelecomDZ,Saida,  no service since morning TelecomDZ?? http://example.com/issue/6180
4077,2025-04-22 23:18:28,Mobilis,Khenchella,Promos are good but network bad 😅
21435,2025-07-27 18:06:29,TelecomDZ,Orann,  Can't make calls since yesterday https://support.example.org/ticket/93760 #help
1928,2025-06-06 13:39:28,Mobilis,Jijel,Data speed fine but latency high in Jijel
5945,2024-12-26 06:02:28,Mobilis,Khenchela,I SEE 'NETWORK BUSY' MESSAGE OFTEN IN KHENCHELA
4233,2024-12-13 17:02:28,Djezzy,,APP LOGIN FAILS WITH ERROR CODE 403 HTTP://BIT.LY/D90WVY
19779,2025-09-08 17:25:29,Mobilis,Blida,App says update required but Play Store shows none http://bit.ly/k8axpj
15880,2024-11-14 00:51:29,Djezzy,Tindouf,"The team fixed it fast, impressed!"
19136,2024-12-17 03:46:29,Wana,Algierrs,Happy with Wana overall 👍
22073,2025-09-26 03:41:29,TelecomDZ,Tlemceen,App login fails with error code 403 https://support.example.org/ticket/37491
8241,2024-11-09 13:42:28,Mobilis,Mostaganem,Signal  ok  but  data  speed  low  in  Mostaganem    
14806,2025-05-28 19:44:28,Wana,Relizane,internet so slooooow 😭 #Djezzy
3809,2025-10-19 13:24:28,Mobilis,Laghowat,no service since morning Mobilis?? https://t.co/xyz
6238,2025-07-22 07:56:28,Djezzy,Jijl,"Service restored after 3 hours, thx Djezzy"
21703,2025-06-12 05:58:29,Mobilis,Ouargla,Signal lost when entering building near Ouargla
3265,2025-04-15 22:54:28,TelecomDZ,Mostaganem,"Bonjour, réseau très lent aujourd'hui http://example.com/issue/3399"
10467,2024-11-02 00:23:28,Wana,Mascara,مافهمتش علاش الباكيج خلصت؟ https://support.example.org/ticket/85522
17198,2025-08-17 10:09:29,Mobilis,,SMS FAILED TO DELIVER MULTIPLE TIMES HTTPS://SUPPORT.EXAMPLE.ORG/TICKET/37480
17525,2025-07-13 12:36:29,Ooredoo,Boumerdes!,"Bonjour, réseau très lent aujourd'hui http://bit.ly/lhjbav"
5112,2025-04-03 23:34:28,Mobilis,,🔥🔥🔥 best promo ever!!!
10959,2025-09-30 23:37:28,TelecomDZ,Annabba,  تعريض الشبكة سيء في Annabba ☹️
5048,2025-01-21 09:53:28,TelecomDZ,Oum El Bouaghi,"recharge failed, money gone!! contact@TelecomDZ.com"
15202,2025-03-19 13:48:28,Djezzy,Oran,Ils ont coupé mon forfait sans prévenir 😡
4687,2025-03-02 22:23:28,Ooredoo,Constantine,<div>يوجد تقطع في المكالمات في Constantine</div>
14129,2025-08-31 11:11:28,Djezzy,Tipaza..,"The team fixed it fast, impressed!"
1936,2025-07-27 02:29:28,TelecomDZ,Tebessa,"Working fine today, thumbs up TelecomDZ 👍"
16601,2024-10-29 06:03:29,Ooredoo,Oran,يوجد  تقطع  في  المكالمات  في  Oran
6806,2025-07-31 12:34:28,Wana,Souk Ahras,I see 'network busy' message often in Souk Ahras
12470,2025-03-02 01:32:28,Djezzy,Bordj Bou Arreridj,5G WHEN?? HTTPS://SUPPORT.EXAMPLE.ORG/TICKET/80025
985,2024-12-17 18:30:28,TelecomDZ,Jijel,مافهمتش علاش الباكيج خلصت؟ https://support.example.org/ticket/11728
1308,2025-10-13 20:18:28,Djezzy,Tipaza,"App  freeze,  re-opened  10  times  https://support.example.org/ticket/25954  😑"
16018,2025-02-04 03:03:29,Djezzy,Algierrs,VoLTE not working in Algierrs since 2 days contact@djezzy.com
14304,2025-04-03 19:41:28,Ooredoo,Tiziouzou,¿Por qué el internet está lento? http://example.com/issue/6778
10416,2025-08-27 06:24:28,TelecomDZ,Khenchella,Signal lost when entering building near Khenchella
21674,2025-07-11 11:07:29,TelecomDZ,Tlemcen,Customer support didn't answer my call. #support
15615,2025-02-14 16:48:28,Djezzy,El Bayadh,My hotspot disconnects after 2 mins  
3997,2025-08-08 01:26:28,Wana,Setif,  why tf my data is gone? https://t.co/xyz
6344,2025-07-30 20:09:28,TelecomDZ,Boumerdes!,Happy with TelecomDZ overall 👍
15618,2025-03-13 00:44:28,TelecomDZ,Khenchela,VoLTE not working in Khenchela since 2 days
3837,2025-05-12 05:49:28,Djezzy,El-Oued,internet drop every 5 minutes in El-Oued!!!
19982,2025-03-10 08:05:29,Wana,Laghouat,WHY IS 4G NOT WORKING?? HTTPS://SUPPORT.EXAMPLE.ORG/TICKET/80690  
19408,2025-04-09 11:47:29,TelecomDZ,Boumerdes!,Signal lost when entering building near Boumerdes!
3114,2024-11-16 10:50:28,Mobilis,Saida,why does tethering fail? https://support.example.org/ticket/27613
9454,2025-02-12 11:13:28,TelecomDZ,Sidi Bel Abbes ,🔥🔥🔥 best promo ever!!!
504,2025-02-12 07:08:28,Mobilis,Orann,Loving the new offers 💯💯 visit https://support.example.org/ticket/86107  
11093,2024-12-14 00:02:28,TelecomDZ,Tlemceen,La connexion est lente à Tlemceen http://bit.ly/rpi2hb
22291,2024-11-20 13:40:29,TelecomDZ,Algierrs,يوجد تقطع في المكالمات في Algierrs
5515,2025-05-08 13:11:28,TelecomDZ,Ouargla,The new plan is expensive for students
16588,2024-11-03 08:26:29,Ooredoo,Tiziouzou,Promo applied but billing still wrong https://t.co/xyz
20869,2024-12-16 07:23:29,TelecomDZ,Blidah,Bills are wrong again!! charged twice http://bit.ly/b77fza
2255,2025-03-03 12:33:28,Wana,Batna,Excellent service by Wana! ❤️
4740,2025-07-26 11:04:28,Wana,,تعريض الشبكة سيء في Relizane ☹️
6743,2025-08-02 04:59:28,TelecomDZ,Illizi,Customer support didn't answer my call. #support
2695,2025-09-26 01:08:28,Mobilis,Boumerdes!,يوجد تقطع في المكالمات في BOUMERDES!
22091,2025-06-09 23:01:29,TelecomDZ,Skikda,La couverture est top ici dans Skikda 👍
4924,2025-09-24 05:36:28,TelecomDZ,Ouargla,مافهمتش  علاش  الباكيج  خلصت؟  https://support.example.org/ticket/97769
4582,2025-07-03 03:34:28,Ooredoo,Mascara,Happy with Ooredoo overall 👍 contact@ooredoo.com
3545,2025-03-27 18:37:28,Mobilis,Ghardaia,  The app keeps crashing 😩 please fix @support
22848,2025-06-03 06:46:29,Wana,Sidi Bel Abbes,تعريض الشبكة سيء في Sidi Bel Abbes ☹️
9826,2024-12-29 13:56:28,Djezzy,Tizi Ouzou,  Why is 4G not working?? https://t.co/xyz
21729,2025-05-20 01:42:29,Djezzy,Tebessa,La couverture est top ici dans Tebessa 👍
5322,2024-12-10 15:10:28,Mobilis,Khenchela,Mobilis please fix the network! #outage
12587,2025-05-21 21:16:28,Mobilis,Algiers,Can't make calls since yesterday https://support.example.org/ticket/18451 #help
9192,2025-09-07 15:19:28,Wana,Batnaa,Wana please fix the network! #outage
9352,2025-06-25 14:49:28,Djezzy,Khenchela,Loving the new offers 💯💯 visit http://bit.ly/hw0c4w
7850,2025-01-03 21:35:28,Djezzy,Saida,App says update required but Play Store shows none http://example.com/issue/8709
2657,2025-04-10 09:41:28,Djezzy,Boumerdes!,  Customer support didn't answer my call. #support
14005,2025-07-12 01:47:28,Mobilis,Algierrs,The app keeps crashing 😩 please fix @support
20600,2025-05-06 20:24:29,Mobilis,Orann,Excellent service by Mobilis! ❤️
17175,2025-03-27 10:54:29,Mobilis,Seteef,La connexion est lente à Seteef https://t.co/xyz
5556,2025-02-23 09:43:28,TelecomDZ,Ghardaya,Signal lost when entering building near Ghardaya
778,2024-11-15 19:15:28,Djezzy,Tlemceen,internet so slooooow 😭 #Djezzy
22976,2025-07-09 04:37:29,Wana,Tindouf,App says update required but Play Store shows none http://example.com/issue/814
20863,2024-11-21 17:25:29,Ooredoo,Skikda,why am i charged for sms I never sent?? https://t.co/xyz
3202,2025-06-28 04:01:28,Ooredoo,Tlemceen,internet so slooooow 😭 #Djezzy
17010,2025-08-10 12:20:29,TelecomDZ,Seteef,Customer support didn't answer my call. #support
6201,2025-06-19 13:10:28,TelecomDZ,Tebessa,La couverture est top ici dans Tebessa 👍
10624,2025-04-14 14:05:28,Wana,M'Sila,  Best customer care response ever 🙌  
10506,2024-12-19 04:13:28,Ooredoo,Jijl,Test  speed:  0.2  Mbps  in  Jijl  http://bit.ly/0hhre9
15835,2025-09-05 10:18:28,Wana,Jijl,يوجد تقطع في المكالمات في Jijl
14647,2025-04-23 18:52:28,Wana,Seteef,internet so slooooow 😭 #Djezzy
2624,2024-11-27 04:19:28,TelecomDZ,Blidah,<html>Error 500</html> app crash
1512,2024-12-23 08:53:28,TelecomDZ,Khenchella,why does tethering fail? http://example.com/issue/7831
3954,2025-04-13 12:22:28,Wana,Blidah,"The team fixed it fast, impressed!"
15701,2025-08-28 16:25:28,Mobilis,Ghardaia,يوجد تقطع في المكالمات في Ghardaia
19040,2025-10-06 19:37:29,Wana,Saida,Promos are good but network bad 😅
449,2025-07-20 12:21:28,Wana,Mila,La connexion est lente à Mila https://support.example.org/ticket/43049
11676,2025-03-28 09:50:28,TelecomDZ,,App says update required but Play Store shows none https://support.example.org/ticket/3907
20341,2025-05-22 23:18:29,Ooredoo,Saida,Network is so slow today in Saida 😡 https://t.co/xyz
21790,2025-09-09 11:32:29,TelecomDZ,Bejaia,Network is so slow today in Bejaia 😡 http://example.com/issue/4009
9635,2025-10-04 01:07:28,Djezzy,Jijel,SMS subscription charged me without consent http://bit.ly/s9gp0s
2688,2024-11-28 01:44:28,Mobilis,Blidah,"support was helpful today, thanks Mobilis"
5468,2025-08-11 21:08:28,Wana,Souk Ahras,يوجد تقطع في المكالمات في Souk Ahras
11166,2025-01-05 07:09:28,TelecomDZ,Batnaa,I switched from TelecomDZ to Ooredoo and it's better.
9740,2025-04-17 16:37:28,TelecomDZ,Tlemceen,"Working fine today, thumbs up TelecomDZ 👍"
6139,2024-11-04 01:34:28,Djezzy,Soukahras,No signal in Soukahras. anyone else??   🔥
675,2025-08-18 00:18:28,Ooredoo,Ouargla,Ils ont coupé mon forfait sans prévenir 😡
10524,2024-11-19 08:30:28,Mobilis,El-Oued,HAPPY WITH MOBILIS OVERALL 👍
914,2025-02-05 09:31:28,Wana,Soukahras,PROMOS ARE GOOD BUT NETWORK BAD 😅
11821,2025-03-23 01:06:28,Ooredoo,Oran,Ooredoo please fix the network! #outage
8402,2025-10-03 19:58:28,Mobilis,Boumerdes,La connexion est lente à Boumerdes https://t.co/xyz
3902,2024-11-12 10:52:28,Djezzy,Constantine,<html>Error 500</html> app crash
4126,2025-07-22 12:32:28,Mobilis,Tlemceen,Promo applied but billing still wrong https://support.example.org/ticket/53905
20266,2025-05-23 04:17:29,Wana,Constantine,Test speed: 0.2 Mbps in Constantine https://support.example.org/ticket/75741
20667,2025-03-28 16:28:29,Djezzy,Ghardaya,🔥🔥🔥 best promo ever!!!
